"date","season","year","month","holiday","weekday","workingday","weathersit","temperature","atemp","humidity","wind_speed","casual_users","registered_users","cnt","temp_range","temperature_range","recency","frequency","monetary","season_group","hour_group","humidity_group","Season Group","Hour Group","Humidity Group"
"2011-05-13","Spring","2011","May","No","Friday","Yes","Mist","0.5125","0.4943","0.863333","0.179725","692","3413","4105","Sedang","Mild","598","1","4105","","Afternoon","High Humidity","","Evening","High Humidity"
"2011-05-14","Spring","2011","May","No","Saturday","No","Mist","0.520833","0.500629","0.9225","0.13495","902","2507","3409","Sedang","Mild","597","1","3409","","Evening","High Humidity","","Evening","High Humidity"
"2011-05-15","Spring","2011","May","No","Sunday","No","Mist","0.5625","0.536","0.867083","0.152979","1582","2971","4553","Sedang","Mild","596","1","4553","","Evening","High Humidity","","Evening","High Humidity"
"2011-05-16","Spring","2011","May","No","Monday","Yes","Clear","0.5775","0.550512","0.787917","0.126871","773","3185","3958","Sedang","Mild","595","1","3958","","Evening","High Humidity","","Evening","High Humidity"
"2011-05-17","Spring","2011","May","No","Tuesday","Yes","Mist","0.561667","0.538529","0.837917","0.277354","678","3445","4123","Sedang","Mild","594","1","4123","","Evening","High Humidity","","Evening","High Humidity"
"2011-05-18","Spring","2011","May","No","Wednesday","Yes","Mist","0.55","0.527158","0.87","0.201492","536","3319","3855","Sedang","Mild","593","1","3855","","Evening","High Humidity","","Evening","High Humidity"
"2011-05-19","Spring","2011","May","No","Thursday","Yes","Mist","0.530833","0.510742","0.829583","0.108213","735","3840","4575","Sedang","Mild","592","1","4575","","Night","High Humidity","","Night","High Humidity"
"2011-05-20","Spring","2011","May","No","Friday","Yes","Clear","0.536667","0.529042","0.719583","0.125013","909","4008","4917","Sedang","Mild","591","1","4917","","Night","High Humidity","","Night","High Humidity"
"2011-05-21","Spring","2011","May","No","Saturday","No","Clear","0.6025","0.571975","0.626667","0.12065","2258","3547","5805","Hangat","Warm","590","1","5805","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-05-22","Spring","2011","May","No","Sunday","No","Clear","0.604167","0.5745","0.749583","0.148008","1576","3084","4660","Hangat","Warm","589","1","4660","","Night","High Humidity","","Night","High Humidity"
"2011-05-23","Spring","2011","May","No","Monday","Yes","Mist","0.631667","0.590296","0.81","0.233842","836","3438","4274","Hangat","Warm","588","1","4274","","Night","High Humidity","","Night","High Humidity"
"2011-05-24","Spring","2011","May","No","Tuesday","Yes","Mist","0.66","0.604813","0.740833","0.207092","659","3833","4492","Hangat","Warm","587","1","4492","","Night","High Humidity","","Morning","High Humidity"
"2011-05-25","Spring","2011","May","No","Wednesday","Yes","Clear","0.660833","0.615542","0.69625","0.154233","740","4238","4978","Hangat","Warm","586","1","4978","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-05-26","Spring","2011","May","No","Thursday","Yes","Clear","0.708333","0.654688","0.6775","0.199642","758","3919","4677","Hangat","Warm","585","1","4677","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-05-27","Spring","2011","May","No","Friday","Yes","Clear","0.681667","0.637008","0.65375","0.240679","871","3808","4679","Hangat","Warm","584","1","4679","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-05-28","Spring","2011","May","No","Saturday","No","Clear","0.655833","0.612379","0.729583","0.230092","2001","2757","4758","Hangat","Warm","583","1","4758","","Morning","High Humidity","","Morning","High Humidity"
"2011-05-29","Spring","2011","May","No","Sunday","No","Clear","0.6675","0.61555","0.81875","0.213938","2355","2433","4788","Hangat","Warm","582","1","4788","","Morning","High Humidity","","Morning","High Humidity"
"2011-05-30","Spring","2011","May","Yes","Monday","No","Clear","0.733333","0.671092","0.685","0.131225","1549","2549","4098","Hangat","Warm","581","1","4098","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-05-31","Spring","2011","May","No","Tuesday","Yes","Clear","0.775","0.725383","0.636667","0.111329","673","3309","3982","Hangat","Warm","580","1","3982","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-01","Spring","2011","June","No","Wednesday","Yes","Mist","0.764167","0.720967","0.677083","0.207092","513","3461","3974","Hangat","Warm","579","1","3974","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-02","Spring","2011","June","No","Thursday","Yes","Clear","0.715","0.643942","0.305","0.292287","736","4232","4968","Hangat","Warm","578","1","4968","","Afternoon","Low Humidity","","Afternoon","Low Humidity"
"2011-06-03","Spring","2011","June","No","Friday","Yes","Clear","0.62","0.587133","0.354167","0.253121","898","4414","5312","Hangat","Warm","577","1","5312","","Afternoon","Low Humidity","","Afternoon","Low Humidity"
"2011-06-04","Spring","2011","June","No","Saturday","No","Clear","0.635","0.594696","0.45625","0.123142","1869","3473","5342","Hangat","Warm","576","1","5342","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-05","Spring","2011","June","No","Sunday","No","Mist","0.648333","0.616804","0.6525","0.138692","1685","3221","4906","Hangat","Warm","575","1","4906","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-06","Spring","2011","June","No","Monday","Yes","Clear","0.678333","0.621858","0.6","0.121896","673","3875","4548","Hangat","Warm","574","1","4548","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-07","Spring","2011","June","No","Tuesday","Yes","Clear","0.7075","0.65595","0.597917","0.187808","763","4070","4833","Hangat","Warm","573","1","4833","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-08","Spring","2011","June","No","Wednesday","Yes","Clear","0.775833","0.727279","0.622083","0.136817","676","3725","4401","Hangat","Warm","572","1","4401","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-09","Spring","2011","June","No","Thursday","Yes","Mist","0.808333","0.757579","0.568333","0.149883","563","3352","3915","Panas","Hot","571","1","3915","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-10","Spring","2011","June","No","Friday","Yes","Clear","0.755","0.703292","0.605","0.140554","815","3771","4586","Hangat","Warm","570","1","4586","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-11","Spring","2011","June","No","Saturday","No","Clear","0.725","0.678038","0.654583","0.15485","1729","3237","4966","Hangat","Warm","569","1","4966","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-06-12","Spring","2011","June","No","Sunday","No","Clear","0.6925","0.643325","0.747917","0.163567","1467","2993","4460","Hangat","Warm","568","1","4460","","Night","High Humidity","","Night","High Humidity"
"2011-06-13","Spring","2011","June","No","Monday","Yes","Clear","0.635","0.601654","0.494583","0.30535","863","4157","5020","Hangat","Warm","567","1","5020","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-06-14","Spring","2011","June","No","Tuesday","Yes","Clear","0.604167","0.591546","0.507083","0.269283","727","4164","4891","Hangat","Warm","566","1","4891","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-06-15","Spring","2011","June","No","Wednesday","Yes","Clear","0.626667","0.587754","0.471667","0.167912","769","4411","5180","Hangat","Warm","565","1","5180","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-06-16","Spring","2011","June","No","Thursday","Yes","Mist","0.628333","0.595346","0.688333","0.206471","545","3222","3767","Hangat","Warm","564","1","3767","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-06-17","Spring","2011","June","No","Friday","Yes","Clear","0.649167","0.600383","0.735833","0.143029","863","3981","4844","Hangat","Warm","563","1","4844","","Night","High Humidity","","Morning","High Humidity"
"2011-06-18","Spring","2011","June","No","Saturday","No","Clear","0.696667","0.643954","0.670417","0.119408","1807","3312","5119","Hangat","Warm","562","1","5119","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-06-19","Spring","2011","June","No","Sunday","No","Mist","0.699167","0.645846","0.666667","0.102","1639","3105","4744","Hangat","Warm","561","1","4744","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-06-20","Spring","2011","June","No","Monday","Yes","Mist","0.635","0.595346","0.74625","0.155475","699","3311","4010","Hangat","Warm","560","1","4010","","Morning","High Humidity","","Morning","High Humidity"
"2011-06-21","Summer","2011","June","No","Tuesday","Yes","Mist","0.680833","0.637646","0.770417","0.171025","774","4061","4835","Hangat","Warm","559","1","4835","","Morning","High Humidity","","Morning","High Humidity"
"2011-06-22","Summer","2011","June","No","Wednesday","Yes","Clear","0.733333","0.693829","0.7075","0.172262","661","3846","4507","Hangat","Warm","558","1","4507","","Morning","High Humidity","","Morning","High Humidity"
"2011-06-23","Summer","2011","June","No","Thursday","Yes","Mist","0.728333","0.693833","0.703333","0.238804","746","4044","4790","Hangat","Warm","557","1","4790","","Morning","High Humidity","","Afternoon","High Humidity"
"2011-06-24","Summer","2011","June","No","Friday","Yes","Clear","0.724167","0.656583","0.573333","0.222025","969","4022","4991","Hangat","Warm","556","1","4991","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-25","Summer","2011","June","No","Saturday","No","Clear","0.695","0.643313","0.483333","0.209571","1782","3420","5202","Hangat","Warm","555","1","5202","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-26","Summer","2011","June","No","Sunday","No","Clear","0.68","0.637629","0.513333","0.0945333","1920","3385","5305","Hangat","Warm","554","1","5305","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-27","Summer","2011","June","No","Monday","Yes","Mist","0.6825","0.637004","0.658333","0.107588","854","3854","4708","Hangat","Warm","553","1","4708","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-28","Summer","2011","June","No","Tuesday","Yes","Clear","0.744167","0.692558","0.634167","0.144283","732","3916","4648","Hangat","Warm","552","1","4648","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-06-29","Summer","2011","June","No","Wednesday","Yes","Clear","0.728333","0.654688","0.497917","0.261821","848","4377","5225","Hangat","Warm","551","1","5225","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-06-30","Summer","2011","June","No","Thursday","Yes","Clear","0.696667","0.637008","0.434167","0.185312","1027","4488","5515","Hangat","Warm","550","1","5515","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-01","Summer","2011","July","No","Friday","Yes","Clear","0.7225","0.652162","0.39625","0.102608","1246","4116","5362","Hangat","Warm","549","1","5362","","Evening","Low Humidity","","Evening","Low Humidity"
"2011-07-02","Summer","2011","July","No","Saturday","No","Clear","0.738333","0.667308","0.444583","0.115062","2204","2915","5119","Hangat","Warm","548","1","5119","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-03","Summer","2011","July","No","Sunday","No","Mist","0.716667","0.668575","0.6825","0.228858","2282","2367","4649","Hangat","Warm","547","1","4649","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-04","Summer","2011","July","Yes","Monday","No","Mist","0.726667","0.665417","0.637917","0.0814792","3065","2978","6043","Hangat","Warm","546","1","6043","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-05","Summer","2011","July","No","Tuesday","Yes","Clear","0.746667","0.696338","0.590417","0.126258","1031","3634","4665","Hangat","Warm","545","1","4665","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-06","Summer","2011","July","No","Wednesday","Yes","Clear","0.72","0.685633","0.743333","0.149883","784","3845","4629","Hangat","Warm","544","1","4629","","Night","High Humidity","","Night","High Humidity"
"2011-07-07","Summer","2011","July","No","Thursday","Yes","Clear","0.75","0.686871","0.65125","0.1592","754","3838","4592","Hangat","Warm","543","1","4592","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-08","Summer","2011","July","No","Friday","Yes","Mist","0.709167","0.670483","0.757917","0.225129","692","3348","4040","Hangat","Warm","542","1","4040","","Night","High Humidity","","Night","High Humidity"
"2011-07-09","Summer","2011","July","No","Saturday","No","Clear","0.733333","0.664158","0.609167","0.167912","1988","3348","5336","Hangat","Warm","541","1","5336","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-10","Summer","2011","July","No","Sunday","No","Clear","0.7475","0.690025","0.578333","0.183471","1743","3138","4881","Hangat","Warm","540","1","4881","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-11","Summer","2011","July","No","Monday","Yes","Clear","0.7625","0.729804","0.635833","0.282337","723","3363","4086","Hangat","Warm","539","1","4086","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-12","Summer","2011","July","No","Tuesday","Yes","Clear","0.794167","0.739275","0.559167","0.200254","662","3596","4258","Hangat","Warm","538","1","4258","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-13","Summer","2011","July","No","Wednesday","Yes","Clear","0.746667","0.689404","0.631667","0.146133","748","3594","4342","Hangat","Warm","537","1","4342","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-14","Summer","2011","July","No","Thursday","Yes","Clear","0.680833","0.635104","0.47625","0.240667","888","4196","5084","Hangat","Warm","536","1","5084","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-15","Summer","2011","July","No","Friday","Yes","Clear","0.663333","0.624371","0.59125","0.182833","1318","4220","5538","Hangat","Warm","535","1","5538","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-16","Summer","2011","July","No","Saturday","No","Clear","0.686667","0.638263","0.585","0.208342","2418","3505","5923","Hangat","Warm","534","1","5923","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-07-17","Summer","2011","July","No","Sunday","No","Clear","0.719167","0.669833","0.604167","0.245033","2006","3296","5302","Hangat","Warm","533","1","5302","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-07-18","Summer","2011","July","No","Monday","Yes","Clear","0.746667","0.703925","0.65125","0.215804","841","3617","4458","Hangat","Warm","532","1","4458","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-07-19","Summer","2011","July","No","Tuesday","Yes","Clear","0.776667","0.747479","0.650417","0.1306","752","3789","4541","Hangat","Warm","531","1","4541","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-07-20","Summer","2011","July","No","Wednesday","Yes","Clear","0.768333","0.74685","0.707083","0.113817","644","3688","4332","Hangat","Warm","530","1","4332","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-07-21","Summer","2011","July","No","Thursday","Yes","Mist","0.815","0.826371","0.69125","0.222021","632","3152","3784","Panas","Hot","529","1","3784","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-07-22","Summer","2011","July","No","Friday","Yes","Clear","0.848333","0.840896","0.580417","0.1331","562","2825","3387","Panas","Hot","528","1","3387","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-07-23","Summer","2011","July","No","Saturday","No","Clear","0.849167","0.804287","0.5","0.131221","987","2298","3285","Panas","Hot","527","1","3285","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-24","Summer","2011","July","No","Sunday","No","Clear","0.83","0.794829","0.550833","0.169171","1050","2556","3606","Panas","Hot","526","1","3606","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-25","Summer","2011","July","No","Monday","Yes","Clear","0.743333","0.720958","0.757083","0.0908083","568","3272","3840","Hangat","Warm","525","1","3840","","Evening","High Humidity","","Evening","High Humidity"
"2011-07-26","Summer","2011","July","No","Tuesday","Yes","Clear","0.771667","0.696979","0.540833","0.200258","750","3840","4590","Hangat","Warm","524","1","4590","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-27","Summer","2011","July","No","Wednesday","Yes","Clear","0.775","0.690667","0.402917","0.183463","755","3901","4656","Hangat","Warm","523","1","4656","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-28","Summer","2011","July","No","Thursday","Yes","Clear","0.779167","0.7399","0.583333","0.178479","606","3784","4390","Hangat","Warm","522","1","4390","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-07-29","Summer","2011","July","No","Friday","Yes","Clear","0.838333","0.785967","0.5425","0.174138","670","3176","3846","Panas","Hot","521","1","3846","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-30","Summer","2011","July","No","Saturday","No","Clear","0.804167","0.728537","0.465833","0.168537","1559","2916","4475","Panas","Hot","520","1","4475","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-07-31","Summer","2011","July","No","Sunday","No","Clear","0.805833","0.729796","0.480833","0.164813","1524","2778","4302","Panas","Hot","519","1","4302","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-01","Summer","2011","August","No","Monday","Yes","Clear","0.771667","0.703292","0.550833","0.156717","729","3537","4266","Hangat","Warm","518","1","4266","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-02","Summer","2011","August","No","Tuesday","Yes","Clear","0.783333","0.707071","0.49125","0.20585","801","4044","4845","Hangat","Warm","517","1","4845","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-03","Summer","2011","August","No","Wednesday","Yes","Mist","0.731667","0.679937","0.6575","0.135583","467","3107","3574","Hangat","Warm","516","1","3574","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-04","Summer","2011","August","No","Thursday","Yes","Mist","0.71","0.664788","0.7575","0.19715","799","3777","4576","Hangat","Warm","515","1","4576","","Night","High Humidity","","Morning","High Humidity"
"2011-08-05","Summer","2011","August","No","Friday","Yes","Clear","0.710833","0.656567","0.630833","0.184696","1023","3843","4866","Hangat","Warm","514","1","4866","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-06","Summer","2011","August","No","Saturday","No","Mist","0.716667","0.676154","0.755","0.22825","1521","2773","4294","Hangat","Warm","513","1","4294","","Morning","High Humidity","","Morning","High Humidity"
"2011-08-07","Summer","2011","August","No","Sunday","No","Clear","0.7425","0.715292","0.752917","0.201487","1298","2487","3785","Hangat","Warm","512","1","3785","","Morning","High Humidity","","Morning","High Humidity"
"2011-08-08","Summer","2011","August","No","Monday","Yes","Clear","0.765","0.703283","0.592083","0.192175","846","3480","4326","Hangat","Warm","511","1","4326","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-09","Summer","2011","August","No","Tuesday","Yes","Clear","0.775","0.724121","0.570417","0.151121","907","3695","4602","Hangat","Warm","510","1","4602","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-10","Summer","2011","August","No","Wednesday","Yes","Clear","0.766667","0.684983","0.424167","0.200258","884","3896","4780","Hangat","Warm","509","1","4780","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-08-11","Summer","2011","August","No","Thursday","Yes","Clear","0.7175","0.651521","0.42375","0.164796","812","3980","4792","Hangat","Warm","508","1","4792","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-08-12","Summer","2011","August","No","Friday","Yes","Clear","0.708333","0.654042","0.415","0.125621","1051","3854","4905","Hangat","Warm","507","1","4905","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-08-13","Summer","2011","August","No","Saturday","No","Mist","0.685833","0.645858","0.729583","0.211454","1504","2646","4150","Hangat","Warm","506","1","4150","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-08-14","Summer","2011","August","No","Sunday","No","Mist","0.676667","0.624388","0.8175","0.222633","1338","2482","3820","Hangat","Warm","505","1","3820","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-08-15","Summer","2011","August","No","Monday","Yes","Clear","0.665833","0.616167","0.712083","0.208954","775","3563","4338","Hangat","Warm","504","1","4338","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-08-16","Summer","2011","August","No","Tuesday","Yes","Clear","0.700833","0.645837","0.578333","0.236329","721","4004","4725","Hangat","Warm","503","1","4725","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-08-17","Summer","2011","August","No","Wednesday","Yes","Clear","0.723333","0.666671","0.575417","0.143667","668","4026","4694","Hangat","Warm","502","1","4694","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-08-18","Summer","2011","August","No","Thursday","Yes","Clear","0.711667","0.662258","0.654583","0.233208","639","3166","3805","Hangat","Warm","501","1","3805","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-08-19","Summer","2011","August","No","Friday","Yes","Mist","0.685","0.633221","0.722917","0.139308","797","3356","4153","Hangat","Warm","500","1","4153","","Evening","High Humidity","","Evening","High Humidity"
"2011-08-20","Summer","2011","August","No","Saturday","No","Clear","0.6975","0.648996","0.674167","0.104467","1914","3277","5191","Hangat","Warm","499","1","5191","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-08-21","Summer","2011","August","No","Sunday","No","Clear","0.710833","0.675525","0.77","0.248754","1249","2624","3873","Hangat","Warm","498","1","3873","","Evening","High Humidity","","Evening","High Humidity"
"2011-08-22","Summer","2011","August","No","Monday","Yes","Clear","0.691667","0.638254","0.47","0.27675","833","3925","4758","Hangat","Warm","497","1","4758","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-23","Summer","2011","August","No","Tuesday","Yes","Clear","0.640833","0.606067","0.455417","0.146763","1281","4614","5895","Hangat","Warm","496","1","5895","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-24","Summer","2011","August","No","Wednesday","Yes","Clear","0.673333","0.630692","0.605","0.253108","949","4181","5130","Hangat","Warm","495","1","5130","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-08-25","Summer","2011","August","No","Thursday","Yes","Mist","0.684167","0.645854","0.771667","0.210833","435","3107","3542","Hangat","Warm","494","1","3542","","Night","High Humidity","","Night","High Humidity"
"2011-08-26","Summer","2011","August","No","Friday","Yes","Clear","0.7","0.659733","0.76125","0.0839625","768","3893","4661","Hangat","Warm","493","1","4661","","Night","High Humidity","","Morning","High Humidity"
"2011-08-27","Summer","2011","August","No","Saturday","No","Mist","0.68","0.635556","0.85","0.375617","226","889","1115","Hangat","Warm","492","1","1115","","Morning","High Humidity","","Morning","High Humidity"
"2011-08-28","Summer","2011","August","No","Sunday","No","Clear","0.707059","0.647959","0.561765","0.304659","1415","2919","4334","Hangat","Warm","491","1","4334","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-29","Summer","2011","August","No","Monday","Yes","Clear","0.636667","0.607958","0.554583","0.159825","729","3905","4634","Hangat","Warm","490","1","4634","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-30","Summer","2011","August","No","Tuesday","Yes","Clear","0.639167","0.594704","0.548333","0.125008","775","4429","5204","Hangat","Warm","489","1","5204","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-08-31","Summer","2011","August","No","Wednesday","Yes","Clear","0.656667","0.611121","0.597917","0.0833333","688","4370","5058","Hangat","Warm","488","1","5058","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-09-01","Summer","2011","September","No","Thursday","Yes","Clear","0.655","0.614921","0.639167","0.141796","783","4332","5115","Hangat","Warm","487","1","5115","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-09-02","Summer","2011","September","No","Friday","Yes","Mist","0.643333","0.604808","0.727083","0.139929","875","3852","4727","Hangat","Warm","486","1","4727","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-03","Summer","2011","September","No","Saturday","No","Clear","0.669167","0.633213","0.716667","0.185325","1935","2549","4484","Hangat","Warm","485","1","4484","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-04","Summer","2011","September","No","Sunday","No","Clear","0.709167","0.665429","0.742083","0.206467","2521","2419","4940","Hangat","Warm","484","1","4940","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-05","Summer","2011","September","Yes","Monday","No","Mist","0.673333","0.625646","0.790417","0.212696","1236","2115","3351","Hangat","Warm","483","1","3351","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-06","Summer","2011","September","No","Tuesday","Yes","Light Snow/Rain","0.54","0.5152","0.886957","0.343943","204","2506","2710","Sedang","Mild","482","1","2710","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-07","Summer","2011","September","No","Wednesday","Yes","Light Snow/Rain","0.599167","0.544229","0.917083","0.0970208","118","1878","1996","Sedang","Mild","481","1","1996","","Afternoon","High Humidity","","Evening","High Humidity"
"2011-09-08","Summer","2011","September","No","Thursday","Yes","Light Snow/Rain","0.633913","0.555361","0.939565","0.192748","153","1689","1842","Hangat","Warm","480","1","1842","","Evening","High Humidity","","Evening","High Humidity"
"2011-09-09","Summer","2011","September","No","Friday","Yes","Mist","0.65","0.578946","0.897917","0.124379","417","3127","3544","Hangat","Warm","479","1","3544","","Evening","High Humidity","","Evening","High Humidity"
"2011-09-10","Summer","2011","September","No","Saturday","No","Clear","0.66","0.607962","0.75375","0.153608","1750","3595","5345","Hangat","Warm","478","1","5345","","Evening","High Humidity","","Evening","High Humidity"
"2011-09-11","Summer","2011","September","No","Sunday","No","Clear","0.653333","0.609229","0.71375","0.115054","1633","3413","5046","Hangat","Warm","477","1","5046","","Evening","High Humidity","","Evening","High Humidity"
"2011-09-12","Summer","2011","September","No","Monday","Yes","Clear","0.644348","0.60213","0.692174","0.088913","690","4023","4713","Hangat","Warm","476","1","4713","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-09-13","Summer","2011","September","No","Tuesday","Yes","Clear","0.650833","0.603554","0.7125","0.141804","701","4062","4763","Hangat","Warm","475","1","4763","","Night","High Humidity","","Night","High Humidity"
"2011-09-14","Summer","2011","September","No","Wednesday","Yes","Clear","0.673333","0.6269","0.697083","0.1673","647","4138","4785","Hangat","Warm","474","1","4785","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-09-15","Summer","2011","September","No","Thursday","Yes","Mist","0.5775","0.553671","0.709167","0.271146","428","3231","3659","Sedang","Mild","473","1","3659","","Night","High Humidity","","Night","High Humidity"
"2011-09-16","Summer","2011","September","No","Friday","Yes","Mist","0.469167","0.461475","0.590417","0.164183","742","4018","4760","Sedang","Mild","472","1","4760","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-09-17","Summer","2011","September","No","Saturday","No","Mist","0.491667","0.478512","0.718333","0.189675","1434","3077","4511","Sedang","Mild","471","1","4511","","Night","High Humidity","","Morning","High Humidity"
"2011-09-18","Summer","2011","September","No","Sunday","No","Clear","0.5075","0.490537","0.695","0.178483","1353","2921","4274","Sedang","Mild","470","1","4274","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-09-19","Summer","2011","September","No","Monday","Yes","Mist","0.549167","0.529675","0.69","0.151742","691","3848","4539","Sedang","Mild","469","1","4539","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-09-20","Summer","2011","September","No","Tuesday","Yes","Mist","0.561667","0.532217","0.88125","0.134954","438","3203","3641","Sedang","Mild","468","1","3641","","Morning","High Humidity","","Morning","High Humidity"
"2011-09-21","Summer","2011","September","No","Wednesday","Yes","Mist","0.595","0.550533","0.9","0.0964042","539","3813","4352","Sedang","Mild","467","1","4352","","Morning","High Humidity","","Morning","High Humidity"
"2011-09-22","Summer","2011","September","No","Thursday","Yes","Mist","0.628333","0.554963","0.902083","0.128125","555","4240","4795","Hangat","Warm","466","1","4795","","Morning","High Humidity","","Morning","High Humidity"
"2011-09-23","Fall","2011","September","No","Friday","Yes","Mist","0.609167","0.522125","0.9725","0.0783667","258","2137","2395","Hangat","Warm","465","1","2395","","Morning","High Humidity","","Afternoon","High Humidity"
"2011-09-24","Fall","2011","September","No","Saturday","No","Mist","0.606667","0.564412","0.8625","0.0783833","1776","3647","5423","Hangat","Warm","464","1","5423","","Afternoon","High Humidity","","Afternoon","High Humidity"
